Time_5ug/ml_5,5ug/ml_5,Time_5ug/ml_6,5ug/ml_6,Time_10ug/ml_8,10ug/ml_8,Time_10ug/ml_9,10ug/ml_9,Time_50ug/ml_11,50ug/ml_11,Time_50ug/ml_12,50ug/ml_12,Time_100ug/ml_14,100ug/ml_14,Time_100ug/ml_15,100ug/ml_15,Time_200ug/ml_17,200ug/ml_17,Time_200ug/ml_18,200ug/ml_18,Time_1000ug/ml_20,1000ug/ml_20,Time_1000ug/ml_21,1000ug/ml_21,Time_1500ug/ml_23,1500ug/ml_23,Time_1500ug/ml_24,1500ug/ml_24
122.0,0.005715369471380738,122,0.004795103297993819,122.0,0.006891015891699492,122.0,0.00772775767952294,122.0,0.016328047513014088,122.0,0.016684042148832123,122.0,0.03045046633007975,122.0,0.029360331551837593,122.0,0.042466988773446124,122.0,0.04251159468288401,122,0.05246380370026671,122.0,0.0509160713175878,122,0.05358717781641631,122.0,0.054117310163342536
124.0,0.005007506816192997,124,0.004381136637563898,124.0,0.006957012465657941,124.0,0.0069578185447081164,124.0,0.01705554748943605,124.0,0.016607394687346178,124.0,0.030030827606476462,124.0,0.02947926698169323,124.0,0.04216984113934075,124.0,0.04276275662937601,124,0.05171061856246606,124.0,0.051174506331859604,124,0.05332418677027828,124.0,0.053510798664672565
126.0,0.004792036523195042,126,0.004729431148941199,126.0,0.0067223199432213665,126.0,0.0074746848130258225,126.0,0.01624067198987489,126.0,0.016579799043063614,126.0,0.03072736079120375,126.0,0.029880913685706778,126.0,0.04237147374242323,126.0,0.04279715551814833,126,0.05249335764196217,126.0,0.051429665699087135,126,0.05362022163187752,126.0,0.054111485817901483
128.0,0.005630130657663823,128,0.004863388298184779,128.0,0.007074751014722214,128.0,0.0074303627369565195,128.0,0.016523915822155955,128.0,0.01704890425888128,128.0,0.030234881703962824,128.0,0.029983890426774185,128.0,0.04240359974621666,128.0,0.042649805096417026,128,0.05214596303390273,128.0,0.05128772234284695,128,0.053570459976552964,128.0,0.053744736629123935
130.0,0.00560502347229086,130,0.00466809574181104,130.0,0.0068542541943819035,130.0,0.00776756709081905,130.0,0.01679425422547176,130.0,0.016770473128082664,130.0,0.03067310731707007,130.0,0.030023146189854355,130.0,0.04193527454057189,130.0,0.04288386811567668,130,0.052739726074479965,130.0,0.05184296161556623,130,0.05368560704313796,130.0,0.054192697019884495
132.0,0.005262867209853139,132,0.0046639858856454275,132.0,0.007302359920345669,132.0,0.007582606720973217,132.0,0.01652471948190648,132.0,0.016668925406446933,132.0,0.030936426592656607,132.0,0.030346402847170717,132.0,0.043088408256875654,132.0,0.04304442296065303,132,0.05244887366038897,132.0,0.05166340205531661,132,0.054087941343011536,132.0,0.05444252001737104
134.0,0.005638827804415714,134,0.0049290726488773196,134.0,0.007185575599184979,134.0,0.007576920692298428,134.0,0.01695871300812879,134.0,0.016938757851639563,134.0,0.03131937077224367,134.0,0.030307670068792314,134.0,0.042849516200195836,134.0,0.04324510363163081,134,0.05261439414977609,134.0,0.05176702599026606,134,0.05445347823002078,134.0,0.05426222193355179
136.0,0.005600875311148945,136,0.005075502947036847,136.0,0.007082258443291023,136.0,0.007490120339178841,136.0,0.017046901425786798,136.0,0.017434659738945646,136.0,0.031058217999857307,136.0,0.030900029242729055,136.0,0.04263072724120165,136.0,0.04356952591675167,136,0.05319052904871757,136.0,0.052091688532792224,136,0.05418631265688112,136.0,0.05433311589100276
138.0,0.0052381911592438435,138,0.005173164553835319,138.0,0.007050084930745104,138.0,0.007499691881476034,138.0,0.016528592880590276,138.0,0.01750074431119386,138.0,0.03178323741897349,138.0,0.03083613761816184,138.0,0.042866253147416655,138.0,0.043729696139797936,138,0.05255017778558568,138.0,0.0517483902539182,138,0.05424254426453179,138.0,0.05461114244216425
140.0,0.005288453938496973,140,0.004911398203596651,140.0,0.00721020332390232,140.0,0.007707763023622416,140.0,0.017265252387977492,140.0,0.017745087385693248,140.0,0.031442026345290364,140.0,0.031010378257951166,140.0,0.042957998077188586,140.0,0.0437030993621621,140,0.05278767364369874,140.0,0.05193492364324381,140,0.05471516450991554,140.0,0.05496460930241587
