Time_5ug/ml_5,5ug/ml_5,Time_5ug/ml_6,5ug/ml_6,Time_10ug/ml_8,10ug/ml_8,Time_10ug/ml_9,10ug/ml_9,Time_50ug/ml_11,50ug/ml_11,Time_50ug/ml_12,50ug/ml_12,Time_100ug/ml_14,100ug/ml_14,Time_100ug/ml_15,100ug/ml_15,Time_200ug/ml_17,200ug/ml_17,Time_200ug/ml_18,200ug/ml_18,Time_1000ug/ml_20,1000ug/ml_20,Time_1000ug/ml_21,1000ug/ml_21,Time_1500ug/ml_23,1500ug/ml_23,Time_1500ug/ml_24,1500ug/ml_24
142.0,0.00546828797085408,142,0.004702940245087328,142.0,0.0072836750583102905,142.0,0.0076061107301090836,142.0,0.017292993100784138,142.0,0.017625652432063266,142.0,0.032032980309279147,142.0,0.03103251329876411,142.0,0.043187671143725126,142.0,0.043466433727526343,142,0.05295173684900223,142.0,0.05233605009223452,142,0.05461747160925956,142.0,0.054497120868780335
144.0,0.004945877769947815,144,0.004635084913420462,144.0,0.007197634460587521,144.0,0.0076115425868537034,144.0,0.017102969225654352,144.0,0.017456934082794584,144.0,0.031738810562517816,144.0,0.031206456395363347,144.0,0.042996986598230036,144.0,0.04395836849560819,144,0.053169571849950525,144.0,0.052045292213175554,144,0.05448224695488846,144.0,0.054241586193282565
146.0,0.004501694142363011,146,0.005015416063889777,146.0,0.005015796980216036,146.0,0.004943673652612279,146.0,0.01731740923986891,146.0,0.017467248176020078,146.0,0.030582623611445037,146.0,0.029290554516286704,146.0,0.13801167726016672,146.0,0.043817447685076116,146,0.05355309407883557,146.0,0.04863264958021851,146,0.05557543603795345,146.0,0.05038250572563796
148.0,0.0022826160294127096,148,0.002410691408270438,148.0,0.0038052944534503474,148.0,0.004476339989201605,148.0,0.015042376497720555,148.0,0.015144656124149503,148.0,0.028733178437201135,148.0,0.028677289624926106,148.0,0.039458109115222184,148.0,0.04080183463769549,148,0.0484148982526349,148.0,0.04639857090017996,148,0.04848651529441028,148.0,0.04841128254882654
150.0,0.0022695517149962097,150,0.0020074187939507215,150.0,0.003839027162923392,150.0,0.004031174403351878,150.0,0.015137069769905809,150.0,0.014723091064996696,150.0,0.0288639903767951,150.0,0.02843741823366308,150.0,0.039068140192696,150.0,0.04076752036635645,150,0.04778191898920281,150.0,0.0459409024758457,150,0.048518722842813666,150.0,0.04751229915692101
152.0,0.0015802884288935726,152,0.001938724713852924,152.0,0.0036470700124391353,152.0,0.004565678129035966,152.0,0.015397390381518106,152.0,0.01479671975576613,152.0,0.028575352095405293,152.0,0.028202736352046953,152.0,0.03914635606105299,152.0,0.040105559741655306,152,0.04736540238492437,152.0,0.04576497564339199,152,0.04737835943769797,152.0,0.0477919606713062
154.0,0.0013210125628271285,154,0.0016585636116883684,154.0,0.0033422876080189123,154.0,0.0038780661073436473,154.0,0.014804866833296959,154.0,0.014674083597416399,154.0,0.02805946272436821,154.0,0.027573207065740846,154.0,0.039222646897185465,154.0,0.040150734406780186,154,0.04695189059957716,154.0,0.04579664726877075,154,0.04762102218429898,154.0,0.047504061719300994
156.0,0.0014848463633645448,156,0.0013978064452688788,156.0,0.0032118879697484726,156.0,0.0034861698298480626,156.0,0.014527197554612403,156.0,0.014345893314083202,156.0,0.02797828141401615,156.0,0.027583001234002147,156.0,0.038344984614852695,156.0,0.040036951580395996,156,0.046128072546065324,156.0,0.044997662606746536,156,0.047221373640503383,156.0,0.047072303040058605
158.0,0.00158631758554173,158,0.0013785184485113344,158.0,0.0029603286475150536,158.0,0.0034624135021803504,158.0,0.014960109551386713,158.0,0.014182948318654187,158.0,0.027976740195324368,158.0,0.02763563718953921,158.0,0.038544959122843725,158.0,0.039854718183887305,158,0.04683348344410998,158.0,0.045191489978877675,158,0.04684322922657125,158.0,0.04732385759600799
160.0,0.0014441185568900838,160,0.0014806184442153203,160.0,0.0029764554445410596,160.0,0.003279812178773822,160.0,0.015054932285142097,160.0,0.013981019771715397,160.0,0.027862740749518222,160.0,0.027470525278238123,160.0,0.03885845246052266,160.0,0.039319058512071514,160,0.04622093799162452,160.0,0.04492995808671996,160,0.04657992378483167,160.0,0.04703313881378168
162.0,0.0013896169324938423,162,0.0015263828616605135,162.0,0.0031202804813161844,162.0,0.0033145543338781724,162.0,0.014883031016813764,162.0,0.014513773280097064,162.0,0.027433079800188054,162.0,0.027584953716986105,162.0,0.03826668146873091,162.0,0.04008265854126836,162,0.046686415044434826,162.0,0.04491785151104555,162,0.046384624193538615,162.0,0.046770312647608225
164.0,0.0008268166244154163,164,0.001112741014754004,164.0,0.0029267886935095966,164.0,0.003343894568579975,164.0,0.014324862745272116,164.0,0.013884128153208941,164.0,0.027911133440055247,164.0,0.027312540916127448,164.0,0.03826227033760521,164.0,0.039334733077026396,164,0.04627187695145962,164.0,0.04501661228931497,164,0.04675740379096238,164.0,0.04666378892029588
166.0,0.0013700049915263968,166,0.0014044642169603883,166.0,0.00284963042543529,166.0,0.0034244476882436814,166.0,0.014972693012813787,166.0,0.0138956783142421,166.0,0.027849004118150056,166.0,0.027850639589272808,166.0,0.038426400011838835,166.0,0.039385682838852354,166,0.046145944704720776,166.0,0.045307096006839576,166,0.04620041479071224,166.0,0.046383761930074874
168.0,0.0011921097670093417,168,0.0009392197630084809,168.0,0.0031055159257515896,168.0,0.003484893097240205,168.0,0.014618785418444302,168.0,0.013885342178391769,168.0,0.027535765576803373,168.0,0.027327203963114943,168.0,0.03839410424885825,168.0,0.039459204891505006,168,0.04612516143442802,168.0,0.045234151449763615,168,0.04637999075199861,168.0,0.04672907858576769
170.0,0.0009253262683270869,170,0.0010585718929270183,170.0,0.0024986933972215297,170.0,0.003385775866314278,170.0,0.014577466493829405,170.0,0.013992334982856569,170.0,0.027471443526583705,170.0,0.02752819989772881,170.0,0.038352338970715216,170.0,0.03988270726560339,170,0.04595325049293453,170.0,0.04470006011472738,170,0.04593409053610831,170.0,0.04632203032189075
172.0,0.00129268515886527,172,0.0011900396898854027,172.0,0.0023959313116519443,172.0,0.0031686747675316873,172.0,0.015035860362524689,172.0,0.013804621557183427,172.0,0.02793438327490705,172.0,0.027401062056923164,172.0,0.03842970696954828,172.0,0.0391272868553616,172,0.04548233596419626,172.0,0.044527871398968744,172,0.046260593903125535,172.0,0.0462825426597806
174.0,0.001355619621824733,174,0.0012881282208343503,174.0,0.002591073996830451,174.0,0.0035480083986656474,174.0,0.014856440181411301,174.0,0.014170553759749627,174.0,0.02727655093021264,174.0,0.027566904346106647,174.0,0.038202080729377474,174.0,0.03932554910860531,174,0.04604593747353336,174.0,0.04474177721142092,174,0.04582465557037718,174.0,0.045887910428076495
176.0,0.0007631323900136877,176,0.001005367680635194,176.0,0.0027136147416855216,176.0,0.0032360491636658217,176.0,0.014753911994310087,176.0,0.013734327027818072,176.0,0.02759870283074184,176.0,0.027893106011587676,176.0,0.03833418033828484,176.0,0.03924397470273133,176,0.045718157775337165,176.0,0.0448892554576068,176,0.046399840080209476,176.0,0.04599845826650051
178.0,0.0007090031899867899,178,0.0010720248404350041,178.0,0.0025774692669406907,178.0,0.003292156747741526,178.0,0.014903876107826841,178.0,0.013714491500224746,178.0,0.027748865700100822,178.0,0.027342309628123118,178.0,0.038600557261571744,178.0,0.03968049644114613,178,0.04542693812652576,178.0,0.0448644374512972,178,0.045493782559324236,178.0,0.04601292937603918
180.0,0.0009095303186446024,180,0.0006902300480522428,180.0,0.002628783785591171,180.0,0.002875960211566664,180.0,0.014982266139508038,180.0,0.01338208713173561,180.0,0.0276869872791059,180.0,0.027194217894505712,180.0,0.03834237558368603,180.0,0.03965641143629517,180,0.04532127703179989,180.0,0.04420391787340239,180,0.04594192574774847,180.0,0.04614099789622306
182.0,0.000852325159077516,182,0.00048435778837352395,182.0,0.002322089108299119,182.0,0.0032281391879915855,182.0,0.01458936516089393,182.0,0.014172982373510834,182.0,0.027538862887223514,182.0,0.027188845399369832,182.0,0.03816832448417706,182.0,0.03948203215191448,182,0.045914837248730134,182.0,0.044561939891096136,182,0.045724896153591654,182.0,0.04536037131699189
,,184,0.0005464986428596053,,,,,,,,,,,,,,,,,184,0.04507655052671056,,,184,0.04600962312158208,,
